,,,SUMMARY,,,,,
,,,,,,,,
,Total Books,,Total Revenue,,Average Rating,,,
,72818,," 4,56,63,945.90 ",,4.46,,,
,,,,,,,,
,,,,,,,,
Name,Author,Narrator,Time_in_min,ReleaseDate,Language,Stars,Ratings_Count,Price
S'éveiller en rêvant,StephenLaBerge,ChristopheDellocque,186,29-07-2021,french,No Rating,,301
Complete Astanga Yoga Primary Series,BerylBenderBirch,BerylBenderBirch,95,23-07-2021,English,No Rating,6,233
How to Sleep,RafaelPelayo,WillDamron,226,08-12-2020,English,No Rating,47,421
Meditation in Action,"ChögyamTrungpa,SamuelBercholz-foreword",SamuelBercholz,198,31-10-2014,English,5,472,100
The Heart of Meditation,"HisHolinesstheDalaiLama,JeffreyHopkins-editor/translator",BrianNishii,201,15-04-2016,English,5,49,501
Meditations,ShaktiGawain,ShaktiGawain,156,22-07-2005,English,4,171,468
The Mayo Clinic Guide to Stress-Free Living,AmitSoodMDMSc,ChrisSorensen,773,13-09-2016,English,4.5,11,836
"Mente y Cuerpo Mágico [Magical Mind, Magical Body]",DeepakChopraMD,GonzaloCurielLarrauizar,320,04-06-2010,spanish,No Rating,128,915
Essential Chakra Meditation,AprilPfender,KateMarcin,165,10-09-2019,English,4.5,80,233
The Way of Effortless Mindfulness,LochKelly,NeilHellegers,343,04-06-2019,English,No Rating,45,586
Laughter Yoga,MadanKataria,SumitKaul,432,19-11-2019,English,4,104,879
Perfect Just as You Are,PemaChödrön,PemaChödrön,501,26-12-2017,English,5,8,879
Crystals for Energy Protection,JudyHall,LucyTregear,457,28-01-2020,English,5,3,680
Astral Projection,ErickBrownHypnosis,ErickBrownHypnosis,200,12-07-2012,English,No Rating,9,656
Holistic Dental Care,"NadineArtemis,VictorZeines-foreword",KateMarcin,180,18-06-2019,English,5,10,"1,254.00"
Isochronic Tones,"YellaA.Deeken,PatrickLynen",IanBrennan,482,20-08-2018,English,5,51,401
Silva Mind Control (German edition),JoséSilva,UweDaufenbach,530,21-08-2020,german,No Rating,11,703
Each Journey Begins with a Single Step,"DengMing-Dao,DengMing-Dao-editor,DengMing-Dao-translator",LloydJames,188,01-09-2018,English,No Rating,13,468
Shaman’s Song,Ya’AcovDarlingKhan,Ya’AcovDarlingKhan,64,03-07-2018,English,5,57,469
Everyday Calming Rituals,TaniaAhsan,AntoniaBeamish,274,05-03-2020,English,No Rating,11,569
ThetaHealing®: You and the Creator,ViannaStibal,NormaButikofer,192,24-11-2020,English,5,7,586
The Fasting Fix,AndreasMichalsen,KaleoGriffith,683,29-12-2020,English,4,5,"1,005.00"
Let Your Fears Make You Fierce,KoyaWebb,KoyaWebb,361,11-06-2019,English,No Rating,,516
Your 3 Best Super Powers,SoniaChoquette,SoniaChoquette,385,21-10-2016,English,5,3,539
Beyond Happiness,FrankJKinslow,FrankJKinslow,543,30-06-2015,English,No Rating,9,844
Chris Beat Cancer,ChrisWark,ChrisWark,487,25-09-2018,English,5,4,703
Daily Meditations for Everyday Life,MarianneWilliamson,MarianneWilliamson,67,29-08-2017,English,5,12,234
"Cleanse Your Body, Reveal Your Soul",JudithPentz,SarahBorges,251,04-02-2021,English,No Rating,3,569
Perfume,Jean-ClaudeEllena,DaviddeVries,190,02-06-2017,English,4,,469
Sitting Together,"SusanM.PollakEdD,ThomasPedulla,RonaldD.SiegelPsyD",PaulBrion,464,08-10-2019,English,No Rating,2,586
Bewusstsein,Osho,OlafPessler,475,09-04-2021,german,No Rating,,669
The Truth About Covid-19,"Dr.JosephMercola,RonnieCummins",NolanChase,475,29-04-2021,English,No Rating,,668
The Revolutionary Trauma Release Process,"DavidBerceli,Dr.RobertScaerPhDMD-foreword",PaulBrion,274,11-09-2018,English,5,9,469
Get Out of My Head,"MeredithArthur,LeahRosenberg","MeredithArthur,GabiMoskowitz",81,09-06-2020,English,4,,500
Rethink Chronic Pain,Dr.GaétanBrouillard,MichaelReilly,520,16-07-2021,English,No Rating,,445
Finding Refuge,MichelleCassandraJohnson,MichelleCassandraJohnson,281,13-07-2021,English,No Rating,,538
Innere Ruhe finden - Wohltuende Entspannung für Körper und Seele,InstitutStress-Frei-Leben,"StephanMüller,PatrickLynen",170,15-07-2021,german,No Rating,,434
Die Wahrheit über unsere Medikamente,#DerApotheker,MaxHoffmann,442,23-07-2021,german,No Rating,,334
Basic Stress-Reduction and Self-Healing,JoeLoizzo,JoeLoizzo,661,21-07-2021,English,No Rating,2,656
"Eastern Body, Western Mind",AnodeaJudith,LauraJennings,1010,27-09-2016,English,5,,"1,172.00"
A Rhythm of Prayer,"SarahBessey-editor,AmenaBrown-contributor,BarbaraBrownTaylor-contributor,","ChantéMcCormick,GiselaChípe,RachelPerry,",154,09-02-2021,English,No Rating,6,502
Yoga Nidra,ChristelleGambée,ChristelleGambée,75,03-03-2021,french,No Rating,,376
Boosting Your Immunity for Dummies,"Dr.WendyWarner,Dr.KellyannPetrucci",EvaWilhelm,736,02-03-2021,English,No Rating,5,703
74-Minute Course Parallel Lives,DickSutphen,DickSutphen,73,22-03-2021,English,No Rating,,258
Mindfulness,ZacharyPhillips,ZacharyPhillips,202,12-05-2021,English,No Rating,,352
How to Meditate,JyotishNovak,JyotishNovak,274,07-01-2010,English,4.5,,668
Affirmations and Meditation for Black Women,AngelJohnson,RobynIsaacs,602,28-03-2022,English,No Rating,,469
A arte da meditação [The Art of Meditation],DanielGoleman,MarcioSeixas,66,23-03-2022,portuguese,No Rating,6,187
Heilsame Frequenzen,NeowavesHeilendeFrequenzen,NeowavesHeilendeFrequenzen,303,22-03-2022,german,No Rating,4,602
Tu Puedes Sanar Tu Vida [You Can Heal Your Life],LouiseHay,NellyRodriguezO.,217,22-03-2022,spanish,No Rating,,469
Коллагенова� диета,Джош�к�,ДмитрийШабров,520,21-03-2022,russian,No Rating,,233
108 histórias para entender a atenção plena [108 Metaphors for Mindfulness],ArnieKozakPhD,SidneyFerreira,326,20-03-2022,portuguese,No Rating,,187
A magia do silêncio [Magic of Silence],KankyoTannier,LianeMufarrej,261,17-03-2022,portuguese,No Rating,,187
Tu primer cerebro (no está en tu cabeza),XaviCañellas,VictorBedoya,292,21-03-2022,spanish,No Rating,,460
Finding Your True Self,BernieS.SiegelM.D.,BernieS.SiegelM.D.,60,17-03-2022,English,No Rating,,257
Think Outside the Box,DickSutphen,DickSutphen,73,17-03-2022,English,No Rating,2,258
Speed Learning,DickSutphen,DickSutphen,73,17-03-2022,English,No Rating,,258
The Miracle,JoeVitale,RobertoAccornero,430,21-03-2022,italian,No Rating,,574
"Luftanhalten Trainieren - Atem Anhalten, Atmung Regulieren",TorstenAbrolat,TorstenAbrolat,72,15-03-2022,german,No Rating,,267
Cúrcuma y otras medicinas de la longevidad,"SachaBarrio,CésarlaSerna",CésarlaSerna,224,22-03-2022,spanish,No Rating,,767
Meditation,PeterBeer,PeterBeer,632,21-03-2022,german,No Rating,,736
Mindfulness,DomyoSaterBurk,OliviaDowd,887,19-12-2019,English,No Rating,3,888
The Essential Oils Diet,"EricZielinski,SabrinaAnnZielinski","JoeKnezevich,AnnMarieGideon",414,07-05-2019,English,No Rating,5,879
Change and Transition,LouiseL.Hay,LouiseL.Hay,60,13-01-2009,English,5,,257
The Perfect Reiki Course,JeremyO'Carroll,PeterBerkrot,257,18-04-2019,English,5,,445
Healing the New Childhood Epidemics,"KennethBock,CameronStauth",ChrisSorensen,1048,30-05-2017,English,No Rating,,"1,055.00"
Heile dich selbst,AnthonyWilliam,OlafPessler,1430,11-11-2020,german,No Rating,,468
The Meditations of Marcus Aurelius,MarcusAurelius,AndyStevens,436,09-09-2020,English,No Rating,,375
Dhyaana,TheerthaRamaOlalambe,Namrtha,223,18-05-2021,English,No Rating,,76
Toxic,NeilNathan,"AdamFedyk,NeilNathan",774,01-07-2020,English,No Rating,,836
Enter Your Goddess Temple,AbiolaAbrams,AbiolaAbrams,154,11-06-2021,English,No Rating,,469
Woman Who Glows in the Dark,"ElenaAvila,JoyParker",JoanaGarcia,751,31-05-2021,English,No Rating,,703
"Minding the Body, Mending the Mind",JoanZ.Borysenko,JoanZ.Borysenko,327,05-08-2005,English,5,,562
Super Immunity,JoelFuhrman,NedSparrow,359,20-09-2011,English,4.5,,"1,181.00"
The Calm Center,SteveTaylor,SteveTaylor,95,02-11-2016,English,5,,304
The Secret of Instant Healing,Dr.FrankJ.Kinslow,Dr.FrankJ.Kinslow,197,06-09-2011,English,4.5,,585
Biofeedback and Mindfulness in Everyday Life,InnaKhazanPhD,SuzieAlthens,744,30-07-2019,English,No Rating,,703
Start Where You Are,PemaChödrön,JoannaRotte,379,26-12-2017,English,5,,754
The Un-Prescription for Autism,Dr.JanetLintala,MargueriteGavin,456,25-03-2016,English,No Rating,,703
The Secret of Quantum Living,Dr.FrankJ.Kinslow,Dr.FrankJ.Kinslow,362,20-01-2012,English,No Rating,,"1,407.00"
OM Mantra & OM Meditation,"AbhamaniAjash,LhamoSarepo",StephanMüller,238,19-05-2020,german,No Rating,,501
Restoring Your Digestive Health,JordanRubin,JonathanToddRoss,800,30-03-2021,English,No Rating,,"1,055.00"
On Epidemics,RudolfSteiner,DaleBrunsvold,116,01-05-2021,English,No Rating,,187
Herbal Antivirals,MaryJones,SherryGranader,184,12-05-2021,English,No Rating,,351
108 Pearls to Awaken Your Healing Potential,MimiGuarneriMD,MimiGuarneriMD,634,20-04-2021,English,No Rating,,516
Deeply Holistic,PipWaller,HenrietteZoutomou,604,12-01-2021,English,No Rating,,"1,505.00"
Emotional Alchemy,TaraBennett-Goleman,AnnaFields,864,15-03-2002,English,No Rating,,74
La Quietud Habla [Stillness Speaks],EckhartTolle,JoseManuelVieira,102,31-07-2018,spanish,No Rating,,293
Méditations. Rompre avec soi-même,JoeDispenza,TristanHarvey,146,10-06-2016,french,No Rating,,580
Yoga Nidra,StefanieGrabner,StefanieGrabner,126,02-07-2021,german,No Rating,,434
Detox Your Heart,"ValerieMason-John,AngelKyodoWilliams-Forewordby,ChristopherTitmuss-Forewordby",DianaBlue,579,29-06-2021,English,No Rating,,586
Tinnitus Sound Therapie / Tinnitus Retraining Therapie,"HannahLiebig,TRTSoundLaboratoriesInc.",StephanKörner,184,20-06-2021,german,No Rating,,535
Aromatherapie für Kinder und Erwachsene,LindaBassalig,AnnaGustmann,97,12-03-2021,german,No Rating,,367
Kolloidales Silber - das vergessene Heilmittel,MartinaKohl,ChristianeKlöker,77,04-03-2021,german,No Rating,,300
Jiaogulan für Anfänger,MayBlumenthal,CelinaBender,60,09-07-2021,german,No Rating,,233
HEILPFLANZEN,VitalExperts,MiriamGronau,176,21-06-2021,german,No Rating,,434
WASSERSTOFFPEROXID - Der Alleskönner,VitalExperts,MarioKlökerKunze,189,27-04-2021,german,No Rating,,434
Wohltuende Regengeräusche,MartinMelzer,DésiréeSingson,300,05-07-2021,german,No Rating,,334
Reader's Digest: The Essential Guide to CBD,Reader'sDigest,BrittanyPressley,408,06-07-2021,English,No Rating,,879
Somatics,ThomasHanna,ChrisKipiniak,386,29-08-2020,English,No Rating,,500
"En apesanteur - Des paysages sonores apaisants pour lâcher prise, se détendre et guérir",PatrickLynen,EmmanuelTeillet,831,04-04-2019,french,No Rating,2,568
Die Liebesgeschichte von Luzifer und Michael,KilianBodhiAmeen,KilianBodhiAmeen,69,11-04-2019,german,No Rating,3,300
Relaxation to decrease self-harm behaviour,FrédéricGarnier,KatieHaigh,85,30-08-2017,English,No Rating,,301
Deep Theta Meditation,YellaA.Deeken,StephanMüller,327,08-08-2018,german,No Rating,2,334
The Reluctant Messenger - Tales from Beyond Belief,CandiceM.Sanderson,LisaMichelleNegron,639,09-08-2018,English,No Rating,,836
Jilmil Sitare,BrahmaKumaris,BrahmaKumaris,65,27-05-2009,English,No Rating,,190
Bioenergy Healing,CsongorDaniel,EricG.Dove,334,09-02-2016,English,No Rating,,668
Vitamine - Aus der Natur oder als Nahrungsergänzung,UlrichStrunz,MatthiasLühn,402,22-01-2015,german,No Rating,,401
The Power Of Breathing,LindaHall,LindaHall,79,09-09-2013,English,No Rating,,341
Healing Power of Mediumship,GordonSmith,GordonSmith,81,19-03-2009,English,4,7,492
The ABC of Better Sleep,MaxKirsten,MaxKirsten,162,09-07-2010,English,No Rating,,266
Tu Puedes Sanar Tu Vida [You Can Heal Your Life],LouiseH.Hay,NellyMariaRodriguezOrrostieta,217,26-01-2009,spanish,No Rating,,348
Sacred Rhythms,RuthHaleyBarton,GwenHughes,449,14-10-2014,English,No Rating,,668
Every Day Ayurveda (German edition),BalvinderSidhu,MonikaEßer-Stahl,67,31-08-2020,german,No Rating,4,300
Southern Folk Medicine,PhyllisD.Light,MelanieTaylor,775,29-01-2019,English,No Rating,2,"1,505.00"
Mind over Medicine - Warum Gedanken oft stärker sind als Medizin,LissaRankin,UmutDirik,368,03-06-2014,german,No Rating,2,568
Breath Perception,BarbaraAnnKipfer,ErinMoon,339,09-12-2014,English,No Rating,,668
Super-Brain (German edition),"DeepakChopra,RudolphE.Tanzi",JanPeterRichter,965,18-08-2020,german,No Rating,,871
Dahn Yoga Energy Breathing,DahnYogaEducation,BenjaminGreen,64,05-08-2010,English,No Rating,,421
Simple Abundance,SarahBanBreathnach,SarahBanBreathnach,192,16-12-1999,English,4,,500
"Close Your Eyes, Get Free",GraceSmith,GraceSmith,504,17-07-2018,English,5,,500
The Inflammation Syndrome,"JackChallem,RonaldE.HunninghakeMD,HughD.RiordanMD",ChristopherSolimene,677,16-05-2017,English,4.5,,938
The Listening Life,AdamMcHugh,XeSands,362,17-08-2017,English,No Rating,2,702
Sit Like a Buddha,LodroRinzler,LodroRinzler,115,04-11-2014,English,5,,100
Healing Depression Without Medication,JodieSkillicorn,DominiqueDibbell,617,22-06-2020,English,5,,"1,505.00"
Integral Meditation,KenWilber,VikasAdam,561,12-07-2016,English,5,2,668
"Goodbye Parkinson’s, Hello Life!","AlexKerten,DavidBrinn",MichaelLaskin,228,12-03-2018,English,5,,469
The Bible Cure for High Blood Pressure,DonColbert,TimLundeen,78,26-01-2009,English,5,,234
Joyful Wisdom,"YongeyMingyurRinpoche,EricSwanson",FeodorChin,553,07-04-2009,English,5,,879
Yang Sheng,KatieBrindle,SophieRoberts,200,10-10-2019,English,3,,569
I Wish I Knew This Before My Divorce,"ElaineO.Foster,JosephW.Foster",SteveCarlson,400,28-03-2018,English,No Rating,,668
Nadabrahma Meditation,TorstenAbrolat,TorstenAbrolat,66,26-05-2020,german,No Rating,,300
Binaural Meditation,YellaA.Deeken,IanBrannan,240,05-02-2019,English,No Rating,,401
Healing with Nature,SusanS.Scott,ElizabethJasicki,432,27-02-2013,English,No Rating,,668
The Sinatra Solution,StephenT.SinatraM.D.F.A.C.C.,BrianEmerson,539,10-09-2009,English,5,,655
Visualizacion creativa [Creative Visualization],ShaktiGawain,MaríaSandoval,139,26-11-2013,spanish,No Rating,,290
"Cancer-Free, Third Edition",BillHenderson,TomWeiner,520,19-08-2009,English,No Rating,,702
L'art du massage tantrique et cachemirien,MichèleLarue,BenoîteB.,272,24-04-2020,french,No Rating,,452
Heilsame Archetypen-Meditationen,ThomasKünne,KarinMariaZimmer,150,02-04-2020,german,No Rating,2,334
Glad Day,JoanLarkin-editor,"P.J.Morgan,SaraMorsey,KirtGraves,",526,20-02-2020,English,No Rating,,668
Vagus Nerv - Erfahren Sie alles über den geheimnisvollen Heiler in uns,MarkusBlizek,MarcoNeumann,134,07-01-2020,german,No Rating,,300
The Golden Sequence,JonniPollard,JonniPollard,339,12-03-2019,English,No Rating,,469
Mental Massage,KatjaSchütz,"CarmenMolinar,BarbaraGassner",67,24-05-2013,german,No Rating,,468
Meditation for Extremely Busy People,BrahmaKumaris,"SisterJayanti,MikeGeorge",62,12-03-2013,English,No Rating,,190
Metodo Silva. Programmare la mente in Alfa con le immagini,DavidBrown,FabioFarnè,81,06-01-2017,italian,No Rating,,36
Spherical Sounds as Perfect Background Music for Wellness Areas,PatrickLynen,PatrickLynen,120,13-12-2017,English,No Rating,,367
Chakra-Meditationen,KalashatraGovinda,PatBehrens,72,28-11-2012,german,No Rating,,334
The Meta Secret,MelGill,"SilvanoPiccardi,GianniQuillico",375,21-11-2014,italian,No Rating,,497
The Stress First Aid Kit,TriciaBrennan,TriciaBrennan,338,15-03-2006,English,No Rating,,702
"End Your Story, Begin Your Life",JimDreaver,FredStella,504,01-01-2012,English,No Rating,,670
"Sound Health, Sound Wealth",LuanneOakesPh.D.,LuanneOakesPh.D.,474,14-10-2014,English,No Rating,,"1,774.00"
"Unseen Helpers from Invisible Realms, the Angels",ChristineSherborne,ChristineSheborne,209,15-12-2015,English,No Rating,,234
"La llama violeta [Violet Flame to Heal Body, Mind and Soul]",ElizabethClareProphet,InésJacome,99,04-06-2010,spanish,No Rating,,290
Smiling Mind,"JaneMartino,JamesTutton","JaneMartino,JamesTutton",116,19-02-2016,English,No Rating,,930
Meditation Made Easy,PrestonBentley,NancyWu,281,30-10-2015,English,No Rating,,468
The Elimination Diet,"TomMalterre,AlissaSegersten","JeffreyBland-foreword,TomMalterre",405,31-03-2015,English,No Rating,,500
El poder esta dentro de ti [The Power Is Within You],LouiseH.Hay,NellyMariaRodriguezOrrostieta,219,10-06-2010,spanish,No Rating,,426
Start Here Now,SusanPiver,SusanPiver,214,27-10-2015,English,No Rating,,501
Healing Lyme Disease Naturally,"AndreasThumMD-forewordM.D.,MatthewWood-foreword,Wolf-DieterStorl",UlfBjorklund,535,28-11-2017,English,No Rating,,"1,505.00"
Une méditation d'autoguérison,LissaRankin,DaniellePanneton,64,31-08-2016,french,No Rating,,505
The Art of Babymaking,GeradKite,MarkMeadows,369,18-10-2016,English,No Rating,,569
Healing SIBO,ShivanSarna,SoneelaNankani,282,02-02-2021,English,No Rating,,754
How to Meditate,LawrenceLeShanPhD,"LawrenceLeShanPhD,PaulMichael",176,27-03-2001,English,No Rating,,74
A Guide to Alternative Self-Healing Techniques for Cancer,Dr.WilliamCollinge,Dr.WilliamCollinge,102,09-04-2004,English,No Rating,,60
Körperspuren,BernhardVoss,JohannesGabriel,665,05-02-2021,german,No Rating,,468
Chakras,ToriHartman,ToriHartman,224,05-11-2019,English,No Rating,,74
74-Minute Course Find Your Soulmate,DickSutphen,DickSutphen,73,22-03-2021,English,No Rating,,258
The Untold History of Healing,Wolf-DieterStorl,UlfBjorklund,574,15-08-2017,English,No Rating,,"1,254.00"
The Mind of God,Dr.JayLombard,DavidAcord,314,27-06-2017,English,No Rating,,668
Healing After Loss,MarthaWhitmoreHickman,LornaRaver,585,14-11-2011,English,No Rating,,820
Brain Training with the Buddha,EricHarrison,SeanRunnette,607,18-04-2017,English,No Rating,,468
Welt mit Zukunft & Liebe. Meditation am 13.05.2009 und 27.06.2009,"SamuelNicolet-Widmer,DanièleNicolet-Widmer",WilkoBüttner,129,17-01-2011,german,No Rating,,669
Tu Puedes Sanar Tu Vida [You Can Heal Your Life],LouiseL.Hay,NellyRodriguezO.,216,29-12-2009,spanish,No Rating,,281
Chakras for Beginners,JessicaJoly,RussellArchey,203,20-04-2019,English,No Rating,,501
Trauma-Sensitive Mindfulness,"DavidA.Treleaven,WilloughbyBritton",PaulBrion,510,12-06-2018,English,No Rating,,586
500 quotes of Lao Tsu for meditation,TzuLao,KatieHaigh,96,25-02-2016,English,No Rating,,414
A Gut Feeling,HeatherAnneWise,RachelFulginiti,470,08-09-2018,English,No Rating,,468
Eufeeling!,Dr.FrankJ.Kinslow,Dr.FrankJ.Kinslow,328,21-06-2012,English,No Rating,,"1,219.00"
Mantra Meditation for Physical Health,ThomasAshley-Farrand,ThomasAshley-Farrand,63,18-11-2014,English,5,,262
How to Heal Yourself from Anxiety When No One Else Can,AmyB.Scher,AmyB.Scher,402,30-03-2019,English,No Rating,,837
The Art of Meditation,MatthieuRicard,HumphreyBower,291,03-09-2010,English,5,,702
Bliss More,LightWatkins,LightWatkins,401,23-01-2018,English,5,,754
The Here and Now,"ChloeBrotheridge,SaraMilneRowe,ChloeMadeley,","SophieFletcher,SaraMilneRowe,ChloeMadeley,",293,18-06-2020,English,No Rating,,888
Teaching Yoga Beyond the Poses,"SageRountree,AlexandraDesiato","SageRountree,AngieKane",241,28-01-2020,English,No Rating,,"1,172.00"
Welcoming the Unwelcome,PemaChödrön,ClaireFoy,275,09-04-2020,English,No Rating,,469
Il potere di un sussurro,ChiaraASMR,ChiaraASMR,249,16-10-2019,italian,No Rating,,382
Shinrin-Yoku,DrQingLi,RamonTikaram,200,05-04-2018,English,5,,615
Brain Wave Vibration,IlchiLee,KellyDollan,238,03-02-2009,English,No Rating,,585
No Time to Lose,PemaChödrön,JoannaRotte,702,26-12-2017,English,5,,"1,005.00"
Living Beautifully with Uncertainty and Change,PemaChödrön,LisaColeman,286,01-06-2020,English,No Rating,,469
All I Really Need to Know I Learned in Kindergarten,RobertFulghum,RobertFulghum,327,10-10-2003,English,No Rating,,651
The Tapping Solution for Pain Relief,NickOrtner,NickOrtner,500,27-04-2015,English,3,,938
Healing from Trauma,"JasminLeeCori,RobertScaer","SuehylaEl-Attar,KevinStillwell",550,13-03-2018,English,No Rating,5,500
The Great Work of Your Life,StephenCope,KevinM.Connolly,586,01-11-2017,English,5,,492
Shift into Freedom,"LochKelly,Adyashanti-foreword",LochKelly,710,01-08-2017,English,5,,656
Breathe,BelisaVranichPsyD,BelisaVranichPsyD,365,19-06-2017,English,4,,680
Watch and Wait,Osho,Osho,100,27-01-2021,English,5,,117
Dr. Sebi Cure for Herpes,NealGraham,RussellNewton,240,29-10-2020,English,No Rating,,501
"Inslapen, Doorslapen, Uitslapen","JulieAelbrecht,PatrickLynen",JulieAelbrecht,316,08-06-2021,dutch,No Rating,,401
"Devenir Magnétiseur, Devenir Guérisseur",OlivierRemole,SethChanon,88,09-06-2021,french,No Rating,,452
"Beruhigende Naturklänge mit 432 und 528 Hz Musik zum Entspannen, Einschlafen und Träumen",YellaA.Deeken,NilsSimon,452,02-06-2021,german,No Rating,,568
Meditation Loslassen,PatrickLynen,StephanMüller,66,21-05-2021,german,No Rating,,200
Méditation pleine conscience - Tome 3 [Conscious Meditation: Volume 3],ChantalD'Avignon,DanièlePanneton,162,20-05-2021,french,No Rating,,520
Méditation consciente - Tome 1 [Conscious Meditation - Volume 1],ChantalD'Avignon,DanièlePanneton,155,20-05-2021,french,No Rating,,520
Meditar día a día,ChristopheAndré,JordiSalas,295,14-05-2021,spanish,No Rating,,268
Curarsi con l'Omeopatia,AutoriVari,StefanoTrillini,204,17-05-2021,italian,No Rating,,344
Einschlafmeditation Tiefpass-Filter,RaphaelKempermann,RaphaelKempermann,91,30-05-2021,german,No Rating,,233
Planet der Dankbarkeit - Traumreise,RaphaelKempermann,RaphaelKempermann,120,24-05-2021,german,No Rating,,334
Mon coach ayurvéda,SamuelGanes,MarineRoyer,811,28-05-2021,french,No Rating,,944
Primal Uprising,"MichelleNorris,KeithNorris",EricaSullivan,492,18-05-2021,English,5,,820
Guided Meditation for Deep Sleep,MindfulnessAcademy,LynndaNelson,826,17-03-2021,English,No Rating,,836
Dr. Sebi Cure for Herpes,AlfredBegum,AlfredBegum,318,15-01-2021,English,No Rating,,668
The Ultimate Hypnosis Bundle,HypnosisandMeditationAcademy,SarahOwens,628,15-07-2020,English,No Rating,,836
"Acqua e limone, bicarbonato di sodio e gli altri rimedi naturali per il tuo benessere",RitaModica,GiuseppinaD'Ambrosio,189,26-05-2021,italian,No Rating,,267
Der Immun-Code,DorotheaSchleicher-Brückl,MarionKracht,414,20-05-2021,german,No Rating,2,602
"Und wenn du läufst, dann lächle",SusanneLeibinnes,SusanneLeibinnes,108,10-06-2021,german,No Rating,3,300
Atem - Kraftquelle deines Lebens,SwamiSaradananda,JoKern,71,18-05-2021,german,No Rating,2,367
Méditation consciente - Tome 2 [Conscious Meditation - Volume 2],ChantalD'Avignon,DanièlePanneton,148,20-05-2021,french,No Rating,5,520
Terpenes for Well-Being,AndrewFreedman,DanielHenning,159,01-06-2021,English,No Rating,,586
Atención plena,"ChristinaCongleton,DanielGoleman,EllenLanger,",AmandaReeves,114,09-06-2021,spanish,No Rating,4,378
"Dream Recall, Incubation and Healing",KathleenWebsterO'Malley,KathleenWebsterO'Malley,73,13-05-2021,English,No Rating,2,469
Binaural Beats,YellaA.Deeken,IanBrannan,313,25-11-2020,English,No Rating,4,502
Stilles Qi Gong,"HartwigLahrmann,minddrops",ThomasKüchler,260,07-05-2021,german,No Rating,,502
Ipertensione e malattia circolatoria,AutoriVari,StefanoTrillini,113,05-05-2021,italian,No Rating,,267
Massage Musik,SophieDelgado,VeitLindert,624,30-04-2021,german,No Rating,,669
Schlafinsel,SophiadeMar,SophiadeMar,108,23-04-2021,german,No Rating,,334
Meditationsmusik,EmmanuelDurand,JobstDiekmann,422,21-04-2021,german,No Rating,,669
Beyond Coffee,"JamesBeshara,DanEngleMD,KatherineHaynesMPASPA-C",BrettBarry,131,21-04-2021,English,No Rating,,422
Bestseller-Bundle - Einschlafmeditation & Tiefenentspannung,PatrickLynen,StephanMüller,177,20-04-2021,german,No Rating,,434
Progressive Muskelentspannung / Progressive Muskelrelaxation,"EdmundJacobson,PatrickLynen",StephanMüller,136,22-04-2021,german,No Rating,,300
Ayurveda für Anfänger,TanjaGerlach,AnnaLuciaGustmann,89,16-04-2021,german,No Rating,,300
Grüne Seelen. Über die Weisheit der Natur,ThomasLambertSchöberl,MarionBuchberger,632,13-04-2021,german,No Rating,,367
Rosentraum,AnnaMargueritaSchön,AnnaMargueritaSchön,61,13-04-2021,german,No Rating,,300
L'Arte di guarire con mezzi psichici,YogiRamacharaka,StefanoTrillini,240,06-04-2021,italian,No Rating,,305
Der heilige Hain - Dein innerer Kraftort,"AinoSimon,PatrickLynen","AinoSimon,PatrickLynen",262,17-04-2021,german,No Rating,,300
Einschlafhilfe,PatrickLynen,PatrickLynen,183,15-04-2021,german,No Rating,,300
Der belogene Patient,"FalkStirkat,LarsBräuer",HeikoGrauel,555,08-04-2021,german,No Rating,,501
Le Erbe Curative,CristinaGreen,SaraMieli,268,09-04-2021,italian,No Rating,,574
Du bist vollkommen,RaphaelKempermann,RaphaelKempermann,63,26-04-2021,german,No Rating,,300
"Du bist gut, so wie Du bist",RaphaelKempermann,RaphaelKempermann,66,05-04-2021,german,No Rating,,300
Rauhnacht-Wunder - So gehen Deine Wünsche in Erfüllung,RaphaelKempermann,RaphaelKempermann,62,19-04-2021,german,No Rating,,300
Nachtschattengespräch,RaphaelKempermann,RaphaelKempermann,66,29-03-2021,german,No Rating,2,300
Stimmen der Nacht,Karl-HeinzDingler,div.,64,01-04-2021,german,No Rating,,233
Ser,VeronicaBlume,VeronicaBlume,500,13-04-2021,spanish,No Rating,2,614
Disolver el ego,DavidR.Hawkins,JuanMiguelDíez,283,05-05-2021,spanish,No Rating,5,307
Jin Shin Jyutsu für Anfänger,MarielaBaumfink,NoemiDabrowski,216,01-04-2021,german,No Rating,,501
Organflüstern - Was uns bewegt,"EwaldKliegel,AbbasSchirmohammadi",EwaldKliegel,68,16-04-2021,german,No Rating,,367
Einfach Ruhe finden,JuliaRaabe,JuliaRaabe,73,23-04-2021,german,No Rating,,300
Benessere h24 - Urban Green,"DanielLumera,EmilianoToso",DanielLumera,91,26-04-2021,italian,No Rating,2,75
Benessere h24 - In Viaggio,"DanielLumera,EmilianoToso",DanielLumera,72,26-04-2021,italian,No Rating,,75
Benessere h24 - Casa,"DanielLumera,EmilianoToso",DanielLumera,143,26-04-2021,italian,No Rating,2,75
The Fertile Feast,Dr.RobertKiltz,TimDixon,412,20-04-2021,English,No Rating,,773
RX 17 Series: Satisfaction and Happiness,DickSutphen,DickSutphen,60,01-05-2021,English,No Rating,,258
